Village_ID,Reference Number,Audited?,Audit Status,State,District,Block / Taluk,Gram Panchayat,Village Name,Date of Survey,Estimated Trees,Observed Trees,Harvestable %,Avg Age of Trees,Fruiting %,Plantation Type,Latitude,Longitude,GPS Entry Used,Max Capacity (kg),Sourced So Far (kg),Remaining Capacity (kg)
Karnataka_Chitradurga_Hosdurga_Unknown_Honnekere_Gollarahatti,fm5c55o5,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,Honnekere Gollarahatti,2025-10-28,100,20,60,Between 8 to 40 years,60, Field Bund,13.8082235,76.2335167,Entry 4,300.0,0.0,300.0
Karnataka_Chitradurga_Hosdurga_Unknown_Hosadurga,fmry3myo,Yes,Audit Approved,Karnataka,Chitradurga,Hosdurga,Unknown,Hosadurga,2025-11-01,2500,2000,60,Between 8 to 40 years,60,Block Plantation,13.9094233,76.4727488,Entry 4,7500.0,0.0,7500.0
Karnataka_Chitradurga_Hosdurga_Unknown_K._K._Hatti,fmzpovh4,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,K. K. Hatti,2025-10-24,400,50,60,Between 8 to 40 years,60,Riverbank,13.7767003,76.2553017,Entry 4,1200.0,0.0,1200.0
Karnataka_Chitradurga_Hosdurga_Unknown_Kadadinakere_Bhovihatti,fm1ryqpg,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,Kadadinakere Bhovihatti,2025-10-25,300,50,60,Between 8 to 40 years,60, Field Bund,13.7515755,76.257556,Entry 4,900.0,0.0,900.0
Karnataka_Chitradurga_Hosdurga_Unknown_Kantapura,fmbs72xh,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,Kantapura,2025-10-29,200,30,60,Between 8 to 40 years,60, Field Bund,13.8941904,76.313613,Entry 4,600.0,0.0,600.0
Karnataka_Chitradurga_Hosdurga_Unknown_Kerekodi_Hatti,fm3rdnyc,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,Kerekodi Hatti,2025-10-22,50,10,60,Between 8 to 40 years,60, Field Bund,13.8942402,76.4290255,Entry 4,150.0,0.0,150.0
Karnataka_Chitradurga_Hosdurga_Unknown_Kondajji_Lambanihatti,fmxmaqug,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,Kondajji Lambanihatti,2025-10-25,300,60,60,Between 8 to 40 years,60,Riverbank,13.7410667,76.2049947,Entry 4,900.0,0.0,900.0
Karnataka_Chitradurga_Hosdurga_Unknown_M._Bovihatti,fm8ipy7j,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,M. Bovihatti,2025-10-24,400,60,60,Between 8 to 40 years,60, Field Bund,13.731434,76.3601281,Entry 4,1200.0,0.0,1200.0
Karnataka_Chitradurga_Hosdurga_Unknown_Mahalkshmipura,fmkt1pde,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,Mahalkshmipura,2025-10-31,100,30,60,Between 8 to 40 years,50,Riverbank,13.8234639,76.3161144,Entry 4,300.0,0.0,300.0
Karnataka_Chitradurga_Hosdurga_Unknown_Nagaiahnakatte,fmn2467a,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,Nagaiahnakatte,2025-10-22,60,15,60,Between 8 to 40 years,60, Field Bund,13.8945524,76.4289945,Entry 4,180.0,0.0,180.0
Karnataka_Chitradurga_Hosdurga_Unknown_R._D._Thanda,fm4ejgf6,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,R. D. Thanda,2025-10-31,400,80,60,Between 8 to 40 years,60, Field Bund,13.7198203,76.4079172,Entry 4,1200.0,0.0,1200.0
Karnataka_Chitradurga_Hosdurga_Unknown_R._Lambanihatti,fmdcpr7x,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,R. Lambanihatti,2025-10-30,100,20,60,Between 8 to 40 years,60,Riverbank,13.8648673,76.3554141,Entry 4,300.0,0.0,300.0
Karnataka_Chitradurga_Hosdurga_Unknown_S._Roppa,fm5xi3hb,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,S. Roppa,2025-10-29,60,10,60,Between 8 to 40 years,60,Riverbank,13.9116443,76.287556,Entry 4,180.0,0.0,180.0
Karnataka_Chitradurga_Hosdurga_Unknown_Valmkinagara_Devigere_Gp,fm6c6n76,No,Approved,Karnataka,Chitradurga,Hosdurga,Unknown,Valmkinagara Devigere Gp,2025-10-22,100,15,60,Between 8 to 40 years,60, Field Bund,13.8596923,76.2270565,Entry 4,300.0,0.0,300.0
Karnataka_Kolar_Kolar_Arahalli_Arahalli,fm6h3qcy,No,Approved,Karnataka,Kolar,Kolar,Arahalli,Arahalli,2025-10-24,350,50,90,Between 8 to 40 years,50, Field Bund,13.1629373,78.1216856,Entry 4,1050.0,0.0,1050.0
Karnataka_Kolar_Kolar_Arahalli_Barandahalli,fm6gggmv,No,Approved,Karnataka,Kolar,Kolar,Arahalli,Barandahalli,2025-10-22,300,50,90,Between 8 to 40 years,50, Field Bund,13.1640813,78.1404007,Entry 4,900.0,0.0,900.0
Karnataka_Kolar_Kolar_Arahalli_Hodalavadi,fmxxtykt,No,Approved,Karnataka,Kolar,Kolar,Arahalli,Hodalavadi,2025-10-22,200,50,90,Between 8 to 40 years,50, Field Bund,13.1572201,78.1441362,Entry 4,600.0,0.0,600.0
Karnataka_Kolar_Kolar_Arahalli_Hogari,fmh8kexa,No,Approved,Karnataka,Kolar,Kolar,Arahalli,Hogari,2025-10-25,100,30,90,Between 8 to 40 years,50, Field Bund,13.1606365,78.102577,Entry 4,300.0,0.0,300.0
Karnataka_Kolar_Kolar_Arahalli_Seepura,fm1ianuj,No,Approved,Karnataka,Kolar,Kolar,Arahalli,Seepura,2025-10-25,450,100,90,Between 8 to 40 years,50, Field Bund,13.1648608,78.0964905,Entry 4,1350.0,0.0,1350.0
Karnataka_Kolar_Kolar_Belamaranahalli_Belamarnahalli,fmv7cnqr,No,Approved,Karnataka,Kolar,Kolar,Belamaranahalli,Belamarnahalli,2025-11-18,250,50,90,Between 8 to 40 years,50, Field Bund,13.174843,77.9731822,Entry 4,750.0,0.0,750.0
Karnataka_Kolar_Kolar_Belamaranahalli_Bhuvanahalli,fm50ymw8,No,Approved,Karnataka,Kolar,Kolar,Belamaranahalli,Bhuvanahalli,2025-11-18,550,150,90,Below 8 years,50, Field Bund,13.1845176,77.9676106,Entry 4,1650.0,0.0,1650.0
Karnataka_Kolar_Kolar_Channasandra_Byrandahalli,fmywi15y,No,Approved,Karnataka,Kolar,Kolar,Channasandra,Byrandahalli,2025-10-21,150,50,90,Between 8 to 40 years,50, Field Bund,13.2339684,77.9863914,Entry 4,450.0,0.0,450.0
Karnataka_Kolar_Kolar_Channasandra_Kadagattur,fmo03tdh,No,Approved,Karnataka,Kolar,Kolar,Channasandra,Kadagattur,2025-10-21,58,20,90,Between 8 to 40 years,60, Field Bund,13.2365347,77.9789587,Entry 4,174.0,0.0,174.0
Karnataka_Kolar_Kolar_Channasandra_Kamandahalli,fmt74bik,No,Approved,Karnataka,Kolar,Kolar,Channasandra,Kamandahalli,2025-10-21,100,30,80,Between 8 to 40 years,50, Field Bund,13.2228018,77.9873627,Entry 4,300.0,0.0,300.0
Karnataka_Kolar_Kolar_Channasandra_Raghupathi_Hosahalli,fm9ebrh2,Yes,Audit Approved,Karnataka,Kolar,Kolar,Channasandra,Raghupathi Hosahalli,2025-10-21,1100,400,90,Between 8 to 40 years,70,Avenue,13.2232108,77.9711409,Entry 4,3300.0,0.0,3300.0
Karnataka_Kolar_Kolar_Chowdadenahalli_Doddavallabi,fmictxwm,No,Approved,Karnataka,Kolar,Kolar,Chowdadenahalli,Doddavallabi,2025-11-18,400,100,90,Between 8 to 40 years,50, Field Bund,13.1778908,77.9838838,Entry 4,1200.0,0.0,1200.0
Karnataka_Kolar_Kolar_Chowdadenahalli_Kalkere,fm4527w7,No,Approved,Karnataka,Kolar,Kolar,Chowdadenahalli,Kalkere,2025-11-18,2400,800,90,Between 8 to 40 years,60,Block Plantation,13.1918884,77.9848403,Entry 4,7200.0,0.0,7200.0
Karnataka_Kolar_Kolar_Holur_Holur,fmemft55,No,Approved,Karnataka,Kolar,Kolar,Holur,Holur,2025-10-23,450,100,90,Between 8 to 40 years,60, Field Bund,13.2393703,78.2035369,Entry 4,1350.0,0.0,1350.0
Karnataka_Kolar_Kolar_Honnenahalli_Basavanatha,fmmevzpc,No,Approved,Karnataka,Kolar,Kolar,Honnenahalli,Basavanatha,2025-10-23,350,50,90,Between 8 to 40 years,50, Field Bund,13.2536753,78.178601,Entry 4,1050.0,0.0,1050.0
Karnataka_Kolar_Kolar_Itharasanahalli_Aralimaradahosahalli,fmcplhq7,No,Approved,Karnataka,Kolar,Kolar,Itharasanahalli,Aralimaradahosahalli,2025-10-23,350,50,90,Between 8 to 40 years,50, Field Bund,13.212239,78.1839266,Entry 4,1050.0,0.0,1050.0
Karnataka_Kolar_Kolar_Itharasanahalli_Chikka_Kurubarahalli,fmumh9g6,No,Approved,Karnataka,Kolar,Kolar,Itharasanahalli,Chikka Kurubarahalli,2025-10-23,350,50,90,Between 8 to 40 years,50, Field Bund,13.2485262,78.1970978,Entry 4,1050.0,0.0,1050.0
Karnataka_Kolar_Kolar_Itharasanahalli_Dodda_Kurubarahalli,fmvq37p2,No,Approved,Karnataka,Kolar,Kolar,Itharasanahalli,Dodda Kurubarahalli,2025-10-23,150,50,90,Between 8 to 40 years,50, Field Bund,13.2253573,78.1953832,Entry 4,450.0,0.0,450.0
Karnataka_Kolar_Kolar_Itharasanahalli_Somasandra,fmj115z4,No,Approved,Karnataka,Kolar,Kolar,Itharasanahalli,Somasandra,2025-10-23,300,50,90,Between 8 to 40 years,50, Field Bund,13.2313583,78.1922773,Entry 4,900.0,0.0,900.0
Karnataka_Kolar_Kolar_Janna_Ghatta_Bommasandra,fm5i1gdw,No,Approved,Karnataka,Kolar,Kolar,Janna Ghatta,Bommasandra,2025-10-24,250,50,90,Between 8 to 40 years,50, Field Bund,13.2082273,78.1111028,Entry 4,750.0,0.0,750.0
Karnataka_Kolar_Kolar_Janna_Ghatta_Gottihalli,fm86uppt,No,Approved,Karnataka,Kolar,Kolar,Janna Ghatta,Gottihalli,2025-10-24,200,50,90,Between 8 to 40 years,50, Field Bund,13.2359461,78.128252,Entry 4,600.0,0.0,600.0
Karnataka_Kolar_Kolar_Janna_Ghatta_Jangamagurjenahalli,fmvubvrw,No,Approved,Karnataka,Kolar,Kolar,Janna Ghatta,Jangamagurjenahalli,2025-10-24,450,100,90,Between 8 to 40 years,60, Field Bund,13.1811255,78.1209677,Entry 4,1350.0,0.0,1350.0
Karnataka_Kolar_Kolar_Janna_Ghatta_Jannaghatta,fmah50vq,Yes,Audit Approved,Karnataka,Kolar,Kolar,Janna Ghatta,Jannaghatta,2025-10-23,950,250,90,Between 8 to 40 years,50,Riverbank,13.2089934,78.144667,Entry 4,2850.0,0.0,2850.0
Karnataka_Kolar_Kolar_Janna_Ghatta_Kallur,fmrx3zhe,No,Approved,Karnataka,Kolar,Kolar,Janna Ghatta,Kallur,2025-10-24,400,100,90,Between 8 to 40 years,70, Field Bund,13.1945579,78.117882,Entry 4,1200.0,0.0,1200.0
Karnataka_Kolar_Kolar_Jannaghatta_Gowdahalli,fm2dw04s,No,Approved,Karnataka,Kolar,Kolar,Jannaghatta,Gowdahalli,2025-10-25,450,100,90,Between 8 to 40 years,50, Field Bund,13.2148444,78.1120417,Entry 4,1350.0,0.0,1350.0
Karnataka_Kolar_Kolar_Muduvadi_Arinaganahalli,fmoq2yzg,No,Approved,Karnataka,Kolar,Kolar,Muduvadi,Arinaganahalli,2025-10-23,400,100,90,Between 8 to 40 years,50, Field Bund,13.2057785,78.156222,Entry 4,1200.0,0.0,1200.0
Karnataka_Kolar_Kolar_Muduvadi_Jannapalli,fmlyoi5v,No,Approved,Karnataka,Kolar,Kolar,Muduvadi,Jannapalli,2025-10-23,100,30,90,Between 8 to 40 years,50, Field Bund,13.2490375,78.1943234,Entry 4,300.0,0.0,300.0
Karnataka_Kolar_Kolar_Muduvadi_Muduvadi,fmzaytjs,No,Approved,Karnataka,Kolar,Kolar,Muduvadi,Muduvadi,2025-10-23,350,50,90,Between 8 to 40 years,60, Field Bund,13.2341788,78.1661379,Entry 4,1050.0,0.0,1050.0
Karnataka_Kolar_Kolar_Muduvadi_Thotliganahalli,fm8rd0hm,No,Approved,Karnataka,Kolar,Kolar,Muduvadi,Thotliganahalli,2025-10-23,300,50,90,Between 8 to 40 years,40, Field Bund,13.2491547,78.1885918,Entry 4,900.0,0.0,900.0
Karnataka_Kolar_Kolar_Settihalli_Dhanamatanahalli,fm24bbg8,Yes,Audit Approved,Karnataka,Kolar,Kolar,Settihalli,Dhanamatanahalli,2025-10-25,800,250,90,Between 8 to 40 years,50, Field Bund,13.1706425,78.063045,Entry 4,2400.0,0.0,2400.0
Karnataka_Kolar_Kolar_Sugatur_Sugatur,fmuc6u1q,Yes,Audit Approved,Karnataka,Kolar,Kolar,Sugatur,Sugatur,2025-10-24,650,100,90,Between 8 to 40 years,70, Field Bund,13.2072216,78.1067952,Entry 4,1950.0,0.0,1950.0
Karnataka_Kolar_Kolar_Sulur_Challahalli,fm9x4lxs,Yes,Audit Approved,Karnataka,Kolar,Kolar,Sulur,Challahalli,2025-10-25,1000,400,90,Between 8 to 40 years,60, Field Bund,13.1664274,78.0705913,Entry 4,3000.0,0.0,3000.0
Karnataka_Kolar_Kolar_Sulur_Chokkahalli,fm92fbdq,No,Approved,Karnataka,Kolar,Kolar,Sulur,Chokkahalli,2025-10-25,400,100,90,Between 8 to 40 years,60, Field Bund,13.1723228,78.0883494,Entry 4,1200.0,0.0,1200.0
Karnataka_Kolar_Kolar_Sulur_Garudanahalli,fm5l4j3g,No,Approved,Karnataka,Kolar,Kolar,Sulur,Garudanahalli,2025-10-25,500,100,90,Between 8 to 40 years,60, Field Bund,13.1630958,78.080361,Entry 4,1500.0,0.0,1500.0
Karnataka_Kolar_Kolar_Sulur_Hogari_Gollahalli,fm8npsqu,No,Approved,Karnataka,Kolar,Kolar,Sulur,Hogari Gollahalli,2025-10-25,500,100,90,Between 8 to 40 years,50, Field Bund,13.1672677,78.083777,Entry 4,1500.0,0.0,1500.0
Karnataka_Kolar_Kolar_Sulur_Talagunda,fmy0orix,No,Approved,Karnataka,Kolar,Kolar,Sulur,Talagunda,2025-10-25,550,100,90,Between 8 to 40 years,60, Field Bund,13.1703199,78.074679,Entry 4,1650.0,0.0,1650.0
Karnataka_Kolar_Kolar_Thoradevanda_Halli_Beeramanahalli,fm7wkush,No,Approved,Karnataka,Kolar,Kolar,Thoradevanda Halli,Beeramanahalli,2025-12-10,450,100,90,Between 8 to 40 years,50, Field Bund,13.1658713,78.3972058,Entry 1,1350.0,0.0,1350.0
Karnataka_Kolar_Kolar_Thoradevanda_Halli_Bellambari,fm9a9lvq,No,Approved,Karnataka,Kolar,Kolar,Thoradevanda Halli,Bellambari,2025-10-23,150,50,90,Between 8 to 40 years,40, Field Bund,13.2041361,78.1665312,Entry 4,450.0,0.0,450.0
Karnataka_Kolar_Kolar_Thoradevanda_Halli_Mallasandra,fmnpzhtv,No,Approved,Karnataka,Kolar,Kolar,Thoradevanda Halli,Mallasandra,2025-10-23,300,50,80,Between 8 to 40 years,50, Field Bund,13.2102884,78.1575183,Entry 4,900.0,0.0,900.0
Karnataka_Kolar_Kolar_Thoradevanda_Halli_Nukkanahalli,fm8wm023,No,Approved,Karnataka,Kolar,Kolar,Thoradevanda Halli,Nukkanahalli,2025-10-23,250,50,90,Between 8 to 40 years,50, Field Bund,13.2145681,78.1647465,Entry 4,750.0,0.0,750.0
Karnataka_Kolar_Kolar_Thoradevanda_Halli_Thoradevandahalli,fmwojfgf,Yes,Audit Approved,Karnataka,Kolar,Kolar,Thoradevanda Halli,Thoradevandahalli,2025-10-22,750,300,90,Between 8 to 40 years,40, Field Bund,13.1896879,78.1537301,Entry 4,2250.0,0.0,2250.0
Karnataka_Kolar_Kolar_Thoradevanda_Halli_Veerapura,fm1q52sq,Yes,Audit Approved,Karnataka,Kolar,Kolar,Thoradevanda Halli,Veerapura,2025-10-22,700,250,90,Between 8 to 40 years,60,Avenue,13.1698129,78.1420264,Entry 4,2100.0,0.0,2100.0
Karnataka_Kolar_Kolar_Thoradevanda_Halli_Yadahalli,fmf8lngu,No,Approved,Karnataka,Kolar,Kolar,Thoradevanda Halli,Yadahalli,2025-10-22,100,30,90,Between 8 to 40 years,40, Field Bund,13.1944601,78.1430898,Entry 4,300.0,0.0,300.0
Karnataka_Kolar_Kolar_Thotli_Chitnahalli,fmc6s7di,Yes,Audit Approved,Karnataka,Kolar,Kolar,Thotli,Chitnahalli,2025-10-24,550,100,90,Between 8 to 40 years,50, Field Bund,13.2197765,78.1033756,Entry 4,1650.0,0.0,1650.0
Karnataka_Kolar_Kolar_Thotli_Kakinatha,fmiy7hnz,No,Approved,Karnataka,Kolar,Kolar,Thotli,Kakinatha,2025-10-24,400,100,90,Between 8 to 40 years,50, Field Bund,13.243144,78.1101727,Entry 4,1200.0,0.0,1200.0
Karnataka_Kolar_Kolar_Thotli_Kembathanahalli,fmi708ml,No,Approved,Karnataka,Kolar,Kolar,Thotli,Kembathanahalli,2025-10-24,150,50,90,Below 8 years,40, Field Bund,13.2512523,78.1212027,Entry 4,450.0,0.0,450.0
Karnataka_Kolar_Kolar_Thotli_Kithandur,fm4r509k,No,Approved,Karnataka,Kolar,Kolar,Thotli,Kithandur,2025-10-24,200,50,90,Between 8 to 40 years,50, Field Bund,13.2424654,78.1184398,Entry 4,600.0,0.0,600.0
Karnataka_Kolar_Kolar_Thotli_Thotli,fm86jrm0,No,Approved,Karnataka,Kolar,Kolar,Thotli,Thotli,2025-10-24,100,30,90,Between 8 to 40 years,50, Field Bund,13.2414356,78.1083573,Entry 4,300.0,0.0,300.0
Karnataka_Kolar_Kolar_Thotli_Urati_Agrahara,fmdm25il,No,Approved,Karnataka,Kolar,Kolar,Thotli,Urati Agrahara,2025-10-24,150,50,90,Between 8 to 40 years,50, Field Bund,13.2363481,78.1170401,Entry 4,450.0,0.0,450.0
Karnataka_Kolar_Kolar_Unknown_Chandrasekarapura,fm72pzp5,Yes,Audit Approved,Karnataka,Kolar,Kolar,Unknown,Chandrasekarapura,2025-11-18,600,200,90,Between 8 to 40 years,50, Field Bund,13.1811824,77.9734802,Entry 4,1800.0,0.0,1800.0
Karnataka_Kolar_Kolar_Unknown_Harjenahalli,fmbn5cn6,No,Approved,Karnataka,Kolar,Kolar,Unknown,Harjenahalli,2025-10-21,200,50,80,Between 8 to 40 years,50, Field Bund,13.2198721,77.9875826,Entry 4,600.0,0.0,600.0
Karnataka_Kolar_Kolar_Unknown_Kalva,fmze3561,No,Approved,Karnataka,Kolar,Kolar,Unknown,Kalva,2025-11-18,500,100,90,Between 8 to 40 years,50, Field Bund,13.1696775,78.0019532,Entry 4,1500.0,0.0,1500.0
Karnataka_Kolar_Kolar_Unknown_Korati_Mallandahalli,fmfjm59c,No,Approved,Karnataka,Kolar,Kolar,Unknown,Korati Mallandahalli,2025-11-18,40,100,90,Between 8 to 40 years,50, Field Bund,13.1865466,77.9650367,Entry 4,120.0,0.0,120.0
Karnataka_Kolar_Kolar_Unknown_Kurugal,fm574rym,No,Approved,Karnataka,Kolar,Kolar,Unknown,Kurugal,2025-11-18,1500,600,90,Between 8 to 40 years,90,Avenue,13.2148575,77.9785433,Entry 4,4500.0,0.0,4500.0
Karnataka_Kolar_Kolar_Unknown_Madivala,fmi8cdjb,No,Approved,Karnataka,Kolar,Kolar,Unknown,Madivala,2025-11-18,350,100,90,Between 8 to 40 years,60, Field Bund,13.223098,77.9657313,Entry 4,1050.0,0.0,1050.0
Karnataka_Kolar_Kolar_Unknown_Maliyappanahalli,fmrqbnya,No,Approved,Karnataka,Kolar,Kolar,Unknown,Maliyappanahalli,2025-11-18,350,50,90,Between 8 to 40 years,50, Field Bund,13.2023574,77.9753041,Entry 4,1050.0,0.0,1050.0
Karnataka_Kolar_Kolar_Unknown_Manchandahalli,fmzvpzhy,No,Approved,Karnataka,Kolar,Kolar,Unknown,Manchandahalli,2025-12-10,300,50,90,Between 8 to 40 years,50, Field Bund,13.1659866,78.3972877,Entry 1,900.0,0.0,900.0
Karnataka_Kolar_Kolar_Uragili_Uppakunte,fmcc4prd,Yes,Audit Approved,Karnataka,Kolar,Kolar,Uragili,Uppakunte,2025-12-10,700,200,90,Between 8 to 40 years,60, Field Bund,13.1362143,78.12909859999999,Entry 4,2100.0,0.0,2100.0
Karnataka_Kolar_Kolar_Vemagal_Suladenahalli,fm25a2y1,No,Approved,Karnataka,Kolar,Kolar,Vemagal,Suladenahalli,2025-11-18,450,100,90,Between 8 to 40 years,60, Field Bund,13.2120238,77.9646937,Entry 4,1350.0,0.0,1350.0
Karnataka_Kolar_Malur_Abbenahalli_Kondarahalli,fm8wqtt7,No,Approved,Karnataka,Kolar,Malur,Abbenahalli,Kondarahalli,2025-12-15,100,30,90,Between 8 to 40 years,50, Field Bund,13.0495464,77.9324231,Entry 1,300.0,0.0,300.0
Karnataka_Kolar_Malur_Araleri_Angasettihalli,fmbo849t,No,Approved,Karnataka,Kolar,Malur,Araleri,Angasettihalli,2025-12-17,300,50,90,Between 8 to 40 years,50, Field Bund,12.9893231,77.9792112,Entry 4,900.0,0.0,900.0
Karnataka_Kolar_Malur_Araleri_Araleri,fmrsln7h,No,Approved,Karnataka,Kolar,Malur,Araleri,Araleri,2025-12-17,250,50,90,Between 8 to 40 years,50, Field Bund,12.9872122,77.9849841,Entry 4,750.0,0.0,750.0
Karnataka_Kolar_Malur_Araleri_Bingipura,fm5p5700,No,Approved,Karnataka,Kolar,Malur,Araleri,Bingipura,2025-12-17,150,50,90,Between 8 to 40 years,50, Field Bund,12.9919544,77.9750156,Entry 4,450.0,0.0,450.0
Karnataka_Kolar_Malur_Araleri_C._Upparahalli,fmykpizu,No,Approved,Karnataka,Kolar,Malur,Araleri,C. Upparahalli,2025-12-17,200,50,80,Between 8 to 40 years,50, Field Bund,12.9733109,77.9956596,Entry 4,600.0,0.0,600.0
Karnataka_Kolar_Malur_Araleri_Chakanahalli,fmm4i1w6,Yes,Audit Approved,Karnataka,Kolar,Malur,Araleri,Chakanahalli,2025-12-17,600,200,90,Between 8 to 40 years,50, Field Bund,12.9831887,78.007652,Entry 4,1800.0,0.0,1800.0
Karnataka_Kolar_Malur_Araleri_Geragadenahalli,fmrffo6a,No,Approved,Karnataka,Kolar,Malur,Araleri,Geragadenahalli,2025-12-17,400,100,90,Between 8 to 40 years,50, Field Bund,12.9774717,77.9988711,Entry 4,1200.0,0.0,1200.0
Karnataka_Kolar_Malur_Araleri_Hulkur,fm0kx9g1,Yes,Audit Approved,Karnataka,Kolar,Malur,Araleri,Hulkur,2025-12-17,1500,500,90,Between 8 to 40 years,60, Field Bund,12.9778897,78.0155677,Entry 4,4500.0,0.0,4500.0
Karnataka_Kolar_Malur_Araleri_Kundenahalli,fmywayoy,No,Approved,Karnataka,Kolar,Malur,Araleri,Kundenahalli,2025-12-17,200,50,90,Between 8 to 40 years,50, Field Bund,12.9863883,77.9982049,Entry 4,600.0,0.0,600.0
Karnataka_Kolar_Malur_Araleri_Medahatti,fmgsgd20,No,Approved,Karnataka,Kolar,Malur,Araleri,Medahatti,2025-12-17,300,50,90,Between 8 to 40 years,50, Field Bund,12.9693288,77.9872947,Entry 4,900.0,0.0,900.0
Karnataka_Kolar_Malur_Araleri_Mittiganahalli,fm460pxz,No,Approved,Karnataka,Kolar,Malur,Araleri,Mittiganahalli,2025-12-17,500,100,90,Between 8 to 40 years,50, Field Bund,12.9739041,77.9749036,Entry 4,1500.0,0.0,1500.0
Karnataka_Kolar_Malur_Araleri_Neelakanta_Agrahara,fmu5w23m,No,Approved,Karnataka,Kolar,Malur,Araleri,Neelakanta Agrahara,2025-12-17,250,50,90,Between 8 to 40 years,50, Field Bund,12.9963139,77.9543836,Entry 4,750.0,0.0,750.0
Karnataka_Kolar_Malur_Araleri_Upparahalli,fmeiu0xn,No,Approved,Karnataka,Kolar,Malur,Araleri,Upparahalli,2025-12-17,350,50,90,Between 8 to 40 years,50, Field Bund,12.9695099,77.9973781,Entry 4,1050.0,0.0,1050.0
Karnataka_Kolar_Malur_Balagenahalli_Bairagimatha,fmzy9wxi,No,Approved,Karnataka,Kolar,Malur,Balagenahalli,Bairagimatha,2025-12-21,500,100,90,Between 8 to 40 years,50,Avenue,12.9097156,77.9737716,Entry 4,1500.0,0.0,1500.0
Karnataka_Kolar_Malur_Balagenahalli_Hanumantha_nagara,fm7usqg8,No,Approved,Karnataka,Kolar,Malur,Balagenahalli,Hanumantha nagara,2025-12-21,350,50,90,Between 8 to 40 years,50, Field Bund,12.8964871,77.9830049,Entry 4,1050.0,0.0,1050.0
Karnataka_Kolar_Malur_Baliganahalli_Chikka_Iggaluru,fmd4tdu9,No,Approved,Karnataka,Kolar,Malur,Baliganahalli,Chikka Iggaluru,2025-12-21,400,100,90,Between 8 to 40 years,50, Field Bund,12.9223974,77.9683143,Entry 4,1200.0,0.0,1200.0
Karnataka_Kolar_Malur_Baliganahalli_Indumangala,fmco96h3,No,Approved,Karnataka,Kolar,Malur,Baliganahalli,Indumangala,2025-12-21,350,50,90,Between 8 to 40 years,50, Field Bund,12.9007286,77.9754285,Entry 4,1050.0,0.0,1050.0
Karnataka_Kolar_Malur_Baliganahalli_M.Upparahalli,fmvqfeta,No,Approved,Karnataka,Kolar,Malur,Baliganahalli,M.Upparahalli,2025-12-21,400,100,90,Between 8 to 40 years,50, Field Bund,12.8998551,77.9810285,Entry 4,1200.0,0.0,1200.0
Karnataka_Kolar_Malur_Baliganahalli_Mirupanahalli,fmbc3bko,No,Approved,Karnataka,Kolar,Malur,Baliganahalli,Mirupanahalli,2025-12-22,400,100,90,Between 8 to 40 years,50, Field Bund,12.865054,77.9854348,Entry 4,1200.0,0.0,1200.0
Karnataka_Kolar_Malur_Baliganahalli_Nagapura,fmyfujz7,Yes,Audit Approved,Karnataka,Kolar,Malur,Baliganahalli,Nagapura,2025-12-21,1500,500,90,Between 8 to 40 years,50,Block Plantation,12.8874387,77.981977,Entry 4,4500.0,0.0,4500.0
Karnataka_Kolar_Malur_Chickkakuntur_Chikkakunthur,fmq7czp3,No,Approved,Karnataka,Kolar,Malur,Chickkakuntur,Chikkakunthur,2025-12-16,550,150,90,Between 8 to 40 years,50, Field Bund,13.004203,78.0011077,Entry 4,1650.0,0.0,1650.0
Karnataka_Kolar_Malur_Chickkakuntur_Doddakunthur,fmxtn28m,No,Approved,Karnataka,Kolar,Malur,Chickkakuntur,Doddakunthur,2025-12-16,200,50,90,Between 8 to 40 years,50, Field Bund,13.0144447,78.0065208,Entry 4,600.0,0.0,600.0
Karnataka_Kolar_Malur_Chokkandahalli_Gangasandra,fmxz8bzh,No,Approved,Karnataka,Kolar,Malur,Chokkandahalli,Gangasandra,2025-12-22,400,100,90,Between 8 to 40 years,50, Field Bund,12.8706773,77.989341,Entry 4,1200.0,0.0,1200.0
Karnataka_Kolar_Malur_Chokkandahalli_Madivala,fmlp22ym,Yes,Audit Approved,Karnataka,Kolar,Malur,Chokkandahalli,Madivala,2025-12-15,1100,400,90,Between 8 to 40 years,50, Field Bund,13.0400532,77.9264495,Entry 4,3300.0,0.0,3300.0
Karnataka_Kolar_Malur_Dadinaikanahallidoddi_Ahanya,fmwh0dtl,No,Approved,Karnataka,Kolar,Malur,Dadinaikanahallidoddi,Ahanya,2025-12-22,350,50,90,Between 8 to 40 years,50, Field Bund,12.8620684,77.9612161,Entry 4,1050.0,0.0,1050.0
